host_name,host_acceptance_rate,host_total_listings_count,neighbourhood,neighbourhood_group,latitude,longitude,room_type,max_capacity,bathrooms,bathrooms_text,bedrooms,price,number_of_reviews,rating,accuracy,cleanliness,communication,location,value
Boomerang,99,59.0,Midtown,Manhattan,40.75595970244171,-73.9810851971824,Entire home/apt,4,1.0,1 bath,2.0,252.0,2,5.0,5.0,4.5,5.0,5.0,5.0
Jean And Wilson,99,6.0,Forest Hills,Queens,40.7124991861277,-73.85534065623159,Private room,2,1.0,1 private bath,1.0,159.0,1,5.0,5.0,4.0,5.0,5.0,4.0
Fenix,71,28.0,Williamsburg,Brooklyn,40.7131588,-73.96130769999999,Entire home/apt,3,1.0,1 bath,2.0,149.0,5,5.0,4.8,4.4,5.0,5.0,4.6
Haijiao,96,2.0,Whitestone,Queens,40.7770229,-73.8245608,Private room,2,1.0,1 private bath,1.0,89.0,43,4.88,4.93,4.86,5.0,4.79,4.81
Blanca,94,4.0,East Harlem,Manhattan,40.79379,-73.94763,Entire home/apt,2,1.0,1 bath,0.0,90.0,4,5.0,5.0,4.75,5.0,4.75,5.0
Alex,100,3.0,West Village,Manhattan,40.731651363025726,-74.0059393853516,Entire home/apt,4,1.0,1 bath,1.0,312.0,27,4.93,4.89,4.93,5.0,4.96,4.81
Michael,100,7.0,Bedford-Stuyvesant,Brooklyn,40.691,-73.95026,Private room,2,1.0,1 shared bath,0.0,75.0,37,4.92,4.86,4.73,4.89,4.89,4.81
Atthaphon,100,4.0,Williamsburg,Brooklyn,40.71924,-73.96173,Private room,1,0.0,0 shared baths,1.0,71.0,83,4.67,4.69,4.55,4.92,4.95,4.61
Sarah,89,5.0,Long Island City,Queens,40.75163,-73.92465,Entire home/apt,2,1.0,1 bath,1.0,250.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Stormy,96,7.0,Bedford-Stuyvesant,Brooklyn,40.67843,-73.93847,Entire home/apt,4,1.0,1 bath,2.0,201.0,78,4.63,4.71,4.74,4.65,4.37,4.62
Juliana,99,13.0,Flatiron District,Manhattan,40.7433,-73.99101,Private room,2,1.0,1 shared bath,7.0,125.0,7,3.43,3.86,3.71,3.57,4.29,3.57
Bibi,100,3.0,West Village,Manhattan,40.73261,-74.00843,Entire home/apt,2,1.0,1 bath,1.0,191.0,13,4.85,5.0,4.92,4.85,4.85,4.77
Joseph,100,4.0,Jamaica,Queens,40.6870791,-73.7754795,Private room,2,1.0,1 shared bath,1.0,100.0,42,4.86,4.83,4.93,4.86,4.74,4.67
Charlayne,0,1.0,Flatlands,Brooklyn,40.61942,-73.92315,Entire home/apt,5,1.0,1 bath,2.0,125.0,12,4.42,4.42,4.0,4.58,4.0,4.42
Tina,51,7.0,Midtown,Manhattan,40.75552,-73.96699,Private room,1,1.0,1 shared bath,1.0,76.0,16,4.47,4.59,4.24,4.65,4.82,4.47
Denise,100,2.0,Richmond Hill,Queens,40.7027,-73.82685,Private room,1,1.0,1 private bath,1.0,55.0,4,4.75,5.0,4.75,5.0,4.75,4.75
Rod,97,15.0,Lower East Side,Manhattan,40.71436,-73.98945,Entire home/apt,2,1.0,1 bath,1.0,200.0,4,4.75,4.5,5.0,4.75,4.5,4.75
Mia,100,3.0,Bedford-Stuyvesant,Brooklyn,40.69222157830535,-73.92749342710411,Private room,2,1.0,1 shared bath,1.0,126.0,12,4.92,5.0,4.92,5.0,4.67,4.92
Manuel,100,1.0,Jackson Heights,Queens,40.75375,-73.89718,Entire home/apt,2,1.0,1 bath,0.0,110.0,39,4.95,4.97,4.95,4.97,4.92,4.92
Michal,98,3.0,Hell's Kitchen,Manhattan,40.75934,-73.99339,Entire home/apt,3,1.0,1 bath,1.0,125.0,147,4.87,4.88,4.89,4.97,4.94,4.67
Kim,0,4.0,Brownsville,Brooklyn,40.6621,-73.91471,Private room,1,1.0,1 shared bath,2.0,125.0,1,5.0,5.0,4.0,5.0,4.0,4.0
Best Inns USA,71,39.0,Gramercy,Manhattan,40.73397,-73.98707,Entire home/apt,2,1.0,1 bath,0.0,120.0,3,4.33,4.33,5.0,4.67,5.0,4.33
Pod,100,26.0,Hell's Kitchen,Manhattan,40.758747424950926,-73.99226378375947,Entire home/apt,4,2.0,2 baths,2.0,515.0,1,5.0,5.0,3.0,4.0,5.0,5.0
Ceylan,70,3.0,Bushwick,Brooklyn,40.70808,-73.92212,Entire home/apt,2,1.0,1 bath,1.0,356.0,24,5.0,4.96,5.0,5.0,4.88,4.75
Albert,98,9.0,Harlem,Manhattan,40.80859989651688,-73.95400820240744,Entire home/apt,4,1.0,1 bath,1.0,168.0,9,4.67,4.67,4.67,4.56,4.78,4.67
Jamie,89,2.0,Clinton Hill,Brooklyn,40.69249,-73.96755,Private room,2,1.0,1 private bath,1.0,250.0,247,4.88,4.87,4.93,4.92,4.89,4.81
Mr,29,1.0,Morningside Heights,Manhattan,40.8050440386165,-73.96664183355469,Entire home/apt,2,1.0,1 bath,1.0,150.0,2,4.5,4.5,3.5,5.0,5.0,4.5
Mike,39,55.0,Midtown,Manhattan,40.75161,-73.97109,Entire home/apt,2,1.0,1 bath,0.0,125.0,12,4.15,3.77,4.23,4.38,5.0,4.0
Bk,90,1.0,East New York,Brooklyn,40.673700059777474,-73.89269081919093,Entire home/apt,4,1.0,1 bath,2.0,233.0,7,4.86,4.63,4.5,4.25,4.0,4.13
Stella,79,4.0,Hell's Kitchen,Manhattan,40.75318608678101,-73.9954185682487,Entire home/apt,4,1.0,1 bath,1.0,513.0,10,5.0,5.0,5.0,5.0,5.0,5.0
Petya,76,58.0,Jamaica,Queens,40.70915,-73.78744,Private room,1,1.0,1 shared bath,1.0,38.0,1,3.0,2.0,3.0,5.0,3.0,4.0
Asaf,100,6.0,Briarwood,Queens,40.7148,-73.81789,Entire home/apt,2,1.5,1.5 baths,3.0,200.0,15,5.0,4.87,4.73,5.0,4.67,4.8
Gregory,48,2.0,Harlem,Manhattan,40.82051,-73.94754,Private room,2,1.0,1 bath,1.0,85.0,67,4.9,4.94,4.91,4.94,4.82,4.73
Harry,100,2.0,Jamaica,Queens,40.6983,-73.81033,Private room,1,1.0,1 private bath,0.0,43.0,43,4.84,4.84,4.86,4.93,4.72,4.88
Julieta,100,1.0,Canarsie,Brooklyn,40.63253088223245,-73.91053277518706,Private room,4,1.0,1 bath,2.0,109.0,3,5.0,5.0,5.0,5.0,5.0,5.0
Jake,100,11.0,Midtown,Manhattan,40.74746,-73.98871,Entire home/apt,4,1.0,1 bath,0.0,167.0,39,4.82,4.79,4.87,4.87,5.0,4.67
Que,91,2.0,Crown Heights,Brooklyn,40.674159,-73.955513,Entire home/apt,6,1.5,1.5 baths,1.0,279.0,25,4.76,4.84,4.72,4.96,4.96,4.72
Julia,100,1.0,Washington Heights,Manhattan,40.83768,-73.94262,Private room,1,1.0,1 shared bath,1.0,58.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Donna,67,3.0,Neponsit,Queens,40.56948,-73.85941,Entire home/apt,4,2.0,2 baths,1.0,295.0,29,5.0,5.0,5.0,5.0,5.0,4.93
The Manhattan Club,99,11.0,Midtown,Manhattan,40.76469,-73.981224,Entire home/apt,4,2.0,2 baths,1.0,490.0,66,4.7,4.7,4.79,4.65,4.95,4.64
Andrea,89,2.0,Williamsburg,Brooklyn,40.71347,-73.95679,Entire home/apt,2,1.0,1 bath,1.0,375.0,8,5.0,5.0,5.0,5.0,5.0,4.88
Lupe,80,1.0,Crown Heights,Brooklyn,40.67966,-73.95783,Shared room,1,1.0,1 shared bath,1.0,160.0,7,4.71,5.0,4.57,4.57,4.86,4.86
Viviana And Fred,82,4.0,South Slope,Brooklyn,40.66727,-73.99119,Entire home/apt,9,2.0,2 baths,4.0,500.0,36,4.78,4.83,4.81,4.94,4.86,4.81
Carlo Fabricio,86,2.0,Gowanus,Brooklyn,40.6702,-73.98977,Entire home/apt,2,1.0,1 bath,1.0,115.0,147,4.6,4.64,4.69,4.75,4.81,4.61
Mamadou,84,4.0,East New York,Brooklyn,40.67076143941672,-73.877809873044,Entire home/apt,4,1.0,1 bath,2.0,115.0,20,4.95,4.9,4.85,5.0,4.35,4.9
Louise,25,3.0,Red Hook,Brooklyn,40.67876,-74.01266,Entire home/apt,4,1.0,1 bath,1.0,200.0,29,5.0,5.0,5.0,5.0,4.86,5.0
Kaitlyn,100,1.0,Bedford-Stuyvesant,Brooklyn,40.69837,-73.94361,Private room,1,1.0,1 shared bath,1.0,63.0,302,4.93,4.95,4.89,4.94,4.71,4.93
Ezra,100,2.0,Sunset Park,Brooklyn,40.65878,-74.0048,Entire home/apt,4,1.0,1 bath,1.0,139.0,11,4.36,4.55,4.36,4.82,4.09,4.36
John,67,2.0,Chelsea,Manhattan,40.73783,-73.99666,Entire home/apt,4,1.0,1 bath,0.0,240.0,42,4.81,4.81,4.69,4.93,5.0,4.74
Yaneth,100,2.0,Jackson Heights,Queens,40.75528,-73.88427,Private room,2,1.0,1 shared bath,1.0,100.0,36,4.83,4.89,4.78,4.92,4.81,4.75
Joan,100,1.0,Jamaica,Queens,40.66765,-73.77708,Private room,2,1.0,1 private bath,1.0,100.0,15,4.67,4.8,4.6,5.0,4.73,4.67
Anastasia,95,11.0,Bedford-Stuyvesant,Brooklyn,40.68027,-73.9436,Shared room,3,2.0,2 shared baths,1.0,30.0,7,4.29,4.57,4.43,4.43,4.57,4.29
Larissa,50,2.0,Williamsburg,Brooklyn,40.70797,-73.94792,Entire home/apt,3,1.0,1 bath,1.0,115.0,165,4.52,4.56,4.6,4.83,4.68,4.53
Abdullah,89,5.0,Prospect-Lefferts Gardens,Brooklyn,40.65420185768673,-73.96167922765017,Shared room,3,1.0,1 shared bath,1.0,122.0,5,4.6,4.8,4.4,5.0,4.4,4.6
Peterson,97,1.0,Harlem,Manhattan,40.82045,-73.94401,Entire home/apt,7,1.5,1.5 baths,2.0,130.0,102,4.89,4.87,4.9,4.9,4.8,4.82
Brady,97,12.0,Bedford-Stuyvesant,Brooklyn,40.69028,-73.92886,Private room,1,1.0,1 shared bath,1.0,88.0,166,4.88,4.93,4.75,4.96,4.73,4.81
Hiroki,88,372.0,Inwood,Manhattan,40.86561,-73.92393,Private room,2,2.0,2 shared baths,1.0,38.0,1,5.0,5.0,5.0,5.0,4.0,5.0
Jason,93,1.0,Crown Heights,Brooklyn,40.67798,-73.94406,Entire home/apt,2,1.0,1 bath,0.0,120.0,109,5.0,4.98,5.0,5.0,4.82,4.93
Jacqueline,100,7.0,Ridgewood,Queens,40.70701,-73.91565,Entire home/apt,6,1.0,1 bath,2.0,379.0,8,4.88,5.0,4.88,4.88,4.88,4.88
Historic Blue Moon,99,27.0,Lower East Side,Manhattan,40.7186077,-73.9897804,Entire home/apt,3,1.0,1 bath,1.0,334.0,31,4.87,4.81,4.81,4.68,4.9,4.77
J Carlos Retals,97,6.0,Kingsbridge,Bronx,40.86394,-73.90312,Private room,2,1.0,1 private bath,1.0,36.0,19,4.89,5.0,4.74,4.84,4.95,4.95
Benjamin,76,6.0,East Harlem,Manhattan,40.78786,-73.94952,Entire home/apt,4,1.0,1 bath,1.0,98.0,13,4.62,4.77,4.69,4.62,4.62,4.69
Jeremy,98,28.0,East Village,Manhattan,40.72755,-73.98853,Entire home/apt,1,1.0,1 bath,0.0,163.0,5,4.4,4.8,4.4,4.6,5.0,4.6
Vernasta,86,4.0,Bedford-Stuyvesant,Brooklyn,40.684413,-73.942233,Private room,2,1.0,1 shared bath,1.0,60.0,5,4.8,4.8,4.6,4.6,4.6,4.6
Luxe Retreats,81,7.0,East New York,Brooklyn,40.66632,-73.88114,Entire home/apt,16,2.0,2 baths,6.0,445.0,10,4.8,4.5,4.9,4.7,4.4,4.3
Gena,63,3.0,Washington Heights,Manhattan,40.8521,-73.92657,Entire home/apt,4,1.0,1 bath,2.0,360.0,1,4.0,4.0,5.0,5.0,2.0,4.0
Julio,65,5.0,Bushwick,Brooklyn,40.69595,-73.92627,Private room,2,1.0,1 shared bath,1.0,49.0,24,4.42,4.13,4.5,4.63,4.75,4.38
Esplanade 99,54,79.0,Upper West Side,Manhattan,40.79625,-73.97182,Entire home/apt,2,1.0,1 bath,0.0,70.0,2,4.5,5.0,4.5,4.5,4.5,3.5
Martin,80,6.0,Williamsburg,Brooklyn,40.70727,-73.96248,Entire home/apt,2,1.0,1 bath,1.0,120.0,9,5.0,4.89,5.0,5.0,4.89,4.67
Sean,0,2.0,East Harlem,Manhattan,40.79432,-73.94929,Entire home/apt,2,1.0,1 bath,1.0,68.0,4,4.0,4.25,3.75,5.0,4.75,3.75
Chunhsien,100,3.0,Flushing,Queens,40.7586023,-73.8127627,Private room,2,2.0,2 shared baths,1.0,96.0,62,4.92,4.95,4.87,4.95,4.89,4.82
Urban Furnished,69,357.0,Hell's Kitchen,Manhattan,40.7639766,-73.9934938,Entire home/apt,3,1.0,1 bath,1.0,167.0,1,4.0,4.0,4.0,4.0,4.0,3.0
Gil,100,1.0,Upper West Side,Manhattan,40.78552,-73.97437,Private room,2,1.0,1 private bath,1.0,395.0,102,4.91,4.94,4.9,4.97,4.98,4.74
Jampa,100,7.0,East Elmhurst,Queens,40.75661393711509,-73.89692863237146,Entire home/apt,6,2.0,2 baths,3.0,300.0,19,4.74,4.68,4.74,4.84,4.79,4.63
Samantha,94,4.0,Hell's Kitchen,Manhattan,40.76206,-73.99754,Entire home/apt,7,2.0,2 baths,2.0,1039.0,25,4.88,4.92,4.96,4.96,4.92,4.64
Johanna,100,1.0,Sunset Park,Brooklyn,40.65616,-73.99954,Entire home/apt,3,1.0,1 bath,1.0,101.0,10,4.7,4.7,4.5,4.4,4.7,4.7
Central Park Apartments,65,49.0,Upper West Side,Manhattan,40.79572,-73.96186,Entire home/apt,2,1.0,1 bath,0.0,74.0,3,3.33,4.0,3.67,4.0,3.0,3.67
Xin,95,9.0,Flushing,Queens,40.73984,-73.8139,Private room,1,1.5,1.5 shared baths,1.0,50.0,15,4.13,3.87,3.73,4.27,4.53,3.93
Erika,96,9.0,Bushwick,Brooklyn,40.7018067,-73.92603919999999,Entire home/apt,2,1.0,1 bath,0.0,147.0,30,4.8,4.83,4.83,4.83,4.73,4.7
Lisa,73,4.0,Fort Greene,Brooklyn,40.68694,-73.97032,Private room,2,1.0,1 shared bath,1.0,175.0,12,5.0,4.92,4.67,4.92,5.0,4.83
Urban Furnished,69,357.0,Upper East Side,Manhattan,40.7749268,-73.9481632,Entire home/apt,3,1.0,1 bath,0.0,138.0,1,1.0,1.0,1.0,1.0,1.0,1.0
James&Laureta,100,7.0,Bedford-Stuyvesant,Brooklyn,40.68125,-73.93932,Entire home/apt,2,1.0,1 bath,0.0,138.0,76,4.87,4.91,4.95,4.93,4.82,4.61
Hila,92,15.0,Murray Hill,Manhattan,40.74456,-73.97199,Entire home/apt,5,1.0,1 bath,2.0,170.0,3,4.67,4.33,4.33,5.0,5.0,4.33
Aicha,83,9.0,Stapleton,Staten Island,40.62645,-74.07967,Private room,2,1.0,1 shared bath,1.0,75.0,15,4.73,4.8,5.0,4.73,4.87,4.93
Stanley,95,86.0,Murray Hill,Manhattan,40.75026,-73.97689,Entire home/apt,1,1.0,1 bath,0.0,100.0,2,5.0,5.0,4.0,5.0,5.0,5.0
Arty,56,3.0,Williamsburg,Brooklyn,40.71606,-73.96585,Private room,2,1.0,1 shared bath,1.0,169.0,32,4.78,4.78,4.59,4.81,4.94,4.66
Arianna,94,3.0,West Village,Manhattan,40.73478,-74.00108,Entire home/apt,3,1.0,1 bath,0.0,200.0,189,4.7,4.8,4.68,4.87,4.99,4.58
Miguel,39,8.0,Bedford-Stuyvesant,Brooklyn,40.68342,-73.94632,Private room,2,1.0,1 bath,1.0,38.0,23,4.57,4.65,4.3,4.96,4.82,4.64
Inna,68,57.0,Upper West Side,Manhattan,40.78573,-73.97112,Entire home/apt,3,1.0,1 bath,0.0,108.0,28,4.75,4.93,4.89,4.79,4.96,4.43
Ryan,100,3.0,Ditmars Steinway,Queens,40.77757,-73.9158,Entire home/apt,7,1.0,1 bath,2.0,195.0,484,4.89,4.94,4.8,4.93,4.86,4.81
Henry,100,1.0,Midtown,Manhattan,40.74762,-73.98893,Entire home/apt,6,1.0,1 bath,0.0,275.0,170,4.84,4.78,4.89,4.93,4.91,4.71
Alex And Kate,99,5.0,Mott Haven,Bronx,40.81173760225942,-73.92797584645798,Private room,4,2.0,2 shared baths,1.0,93.0,23,4.83,4.78,4.74,4.91,4.61,4.91
Jana,75,2.0,Carroll Gardens,Brooklyn,40.68272,-73.99204,Entire home/apt,4,1.5,1.5 baths,2.0,375.0,77,5.0,4.99,4.92,4.97,4.97,4.85
Flor,100,1.0,Astoria,Queens,40.75811,-73.91527,Entire home/apt,2,1.0,1 bath,0.0,220.0,10,4.8,4.9,4.6,4.9,4.9,4.7
Bettina,86,1.0,Bedford-Stuyvesant,Brooklyn,40.68682,-73.92927,Entire home/apt,6,1.5,1.5 baths,3.0,295.0,14,5.0,4.93,5.0,5.0,4.93,4.93
Tommie,94,4.0,Bay Ridge,Brooklyn,40.62573,-74.0266,Private room,1,2.0,2 shared baths,1.0,53.0,32,4.97,4.97,4.91,4.84,4.81,4.88
Urban Furnished,69,357.0,Kips Bay,Manhattan,40.73891067504883,-73.98082733154297,Entire home/apt,3,1.0,1 bath,0.0,109.0,5,4.2,4.0,4.2,4.2,4.6,4.0
Rolando,100,1.0,Bushwick,Brooklyn,40.687,-73.91127,Private room,2,1.0,1 private bath,1.0,211.0,10,4.4,4.8,4.9,4.9,4.6,4.3
Adel & Katie,93,5.0,Hell's Kitchen,Manhattan,40.76305,-73.99162,Entire home/apt,4,1.0,1 bath,1.0,188.0,15,5.0,5.0,5.0,5.0,5.0,4.47
Michelle,87,1.0,Lower East Side,Manhattan,40.72073,-73.99019,Private room,2,1.0,1 shared bath,1.0,215.0,33,4.85,4.91,4.71,4.97,4.79,4.79
Royalton,100,8.0,Theater District,Manhattan,40.75547,-73.98457,Private room,1,1.5,1.5 baths,1.0,295.0,5,4.2,3.8,4.6,4.2,5.0,4.2
Elzbieta,100,1.0,Elmhurst,Queens,40.73787,-73.86763,Entire home/apt,2,1.0,1 bath,1.0,119.0,112,4.98,4.99,4.97,4.98,4.9,4.94
Ben,50,19.0,Prospect Heights,Brooklyn,40.67389,-73.96547,Entire home/apt,4,1.0,1 bath,1.0,155.0,13,5.0,5.0,4.92,4.92,5.0,4.69
Shah,88,3.0,Long Island City,Queens,40.739073317866726,-73.96259181154021,Entire home/apt,2,1.0,1 bath,1.0,300.0,4,5.0,5.0,5.0,5.0,5.0,4.75
Kaz,78,366.0,Woodside,Queens,40.7426,-73.89321,Private room,1,1.5,1.5 shared baths,1.0,36.0,6,4.83,5.0,4.67,4.83,4.67,4.67
Shauna,97,8.0,Bath Beach,Brooklyn,40.60281927117305,-73.99594826100589,Private room,2,2.0,2 baths,1.0,200.0,14,4.93,4.93,4.79,5.0,4.93,4.79
Maxine,50,2.0,Canarsie,Brooklyn,40.64172,-73.88724,Private room,1,1.0,1 shared bath,1.0,80.0,2,5.0,5.0,5.0,5.0,5.0,5.0
Ruthven,100,1.0,Bedford-Stuyvesant,Brooklyn,40.68433,-73.94469,Entire home/apt,5,1.0,1 bath,2.0,165.0,79,4.91,4.94,4.92,4.95,4.91,4.9
Rian,98,5.0,East Elmhurst,Queens,40.7642,-73.87757,Private room,2,2.0,2 shared baths,1.0,58.0,74,4.43,4.65,4.45,4.82,4.57,4.55
Hong,92,3.0,Crown Heights,Brooklyn,40.66486,-73.93151,Entire home/apt,16,4.0,4 baths,8.0,690.0,72,4.56,4.74,4.5,4.67,4.46,4.58
Camille,33,1.0,Canarsie,Brooklyn,40.64049,-73.89137,Private room,1,1.0,1 shared bath,1.0,60.0,13,4.54,4.54,4.62,4.77,4.62,4.62
Dianna,0,5.0,Williamsburg,Brooklyn,40.71292,-73.9555,Entire home/apt,4,1.5,1.5 baths,2.0,199.0,1,3.0,3.0,3.0,4.0,4.0,4.0
Lea,85,2.0,Williamsburg,Brooklyn,40.71206,-73.95286,Entire home/apt,5,1.0,1 bath,2.0,290.0,18,4.78,4.94,4.61,5.0,4.89,4.67
Scott,100,4.0,East Harlem,Manhattan,40.79369,-73.93602,Entire home/apt,2,1.0,1 bath,1.0,170.0,15,4.93,5.0,5.0,5.0,4.47,4.8
Alice,100,22.0,Flushing,Queens,40.74383,-73.82666,Entire home/apt,2,1.0,1 bath,0.0,79.0,1,5.0,5.0,5.0,5.0,5.0,5.0
Katie,63,2.0,Windsor Terrace,Brooklyn,40.65129,-73.97384,Private room,3,1.0,1 shared bath,1.0,130.0,1,5.0,5.0,4.0,5.0,5.0,5.0
Tokunbo,0,2.0,Bedford-Stuyvesant,Brooklyn,40.68096,-73.94062,Entire home/apt,4,1.0,1 bath,1.0,65.0,92,4.44,4.5,4.34,4.77,3.68,4.25
Kaz,78,366.0,Harlem,Manhattan,40.81606,-73.94209,Private room,1,1.0,1 shared bath,1.0,40.0,15,4.6,4.87,4.4,4.87,4.6,4.6
Pamela,100,1.0,Woodside,Queens,40.74384,-73.91047,Entire home/apt,4,1.0,1 bath,2.0,329.0,139,4.98,4.98,4.99,4.99,4.88,4.95
Aka,100,35.0,Midtown,Manhattan,40.76338217267904,-73.97607081343031,Private room,3,1.0,1 bath,1.0,545.0,2,5.0,5.0,4.5,5.0,5.0,4.0
Daniela & James,73,31.0,Bushwick,Brooklyn,40.69922,-73.93861,Private room,1,1.0,1 shared bath,1.0,62.0,2,5.0,5.0,5.0,4.5,4.5,5.0
Steven,93,8.0,Brooklyn Heights,Brooklyn,40.69769511232381,-73.9917910431585,Entire home/apt,2,1.0,1 bath,1.0,157.0,1,5.0,5.0,5.0,5.0,5.0,4.0
Edward,96,4.0,Bedford-Stuyvesant,Brooklyn,40.68266,-73.94237,Entire home/apt,3,1.0,1 bath,1.0,120.0,22,4.78,4.87,4.65,4.91,4.65,4.7
Pepa,83,2.0,Harlem,Manhattan,40.81111,-73.95187,Entire home/apt,4,2.0,2 baths,2.0,125.0,14,4.93,4.93,5.0,5.0,4.79,4.93
Ronen,52,3.0,Gravesend,Brooklyn,40.60787,-73.96887,Private room,2,1.0,1 bath,1.0,120.0,2,5.0,5.0,5.0,5.0,4.5,5.0
Deedles,41,8.0,Cobble Hill,Brooklyn,40.69069,-73.99648,Private room,1,1.0,1 shared bath,1.0,70.0,6,5.0,5.0,5.0,5.0,5.0,5.0
Aeysha B And Blas-Off,98,11.0,Bushwick,Brooklyn,40.68839,-73.91905,Private room,2,1.0,1 shared bath,1.0,39.0,5,5.0,5.0,5.0,5.0,4.8,5.0
Jose,99,10.0,Sunnyside,Queens,40.73652,-73.91992,Private room,2,1.0,1 shared bath,1.0,112.0,101,4.69,4.71,4.61,4.71,4.71,4.6
Nafees,91,2.0,South Slope,Brooklyn,40.66243,-73.9853,Entire home/apt,7,2.0,2 baths,3.0,351.0,7,5.0,5.0,5.0,5.0,5.0,5.0
Momoyo,80,299.0,Washington Heights,Manhattan,40.851756334939175,-73.94003065208166,Private room,1,1.0,1 shared bath,1.0,38.0,1,5.0,5.0,5.0,5.0,5.0,5.0
J,100,17.0,Chelsea,Manhattan,40.74838,-74.00643,Entire home/apt,2,1.0,1 bath,1.0,148.0,3,5.0,5.0,5.0,5.0,5.0,4.33
Cristian,100,2.0,Astoria,Queens,40.7708,-73.92028,Entire home/apt,2,1.0,1 bath,1.0,110.0,24,4.92,4.92,4.96,5.0,4.83,4.88
Nina,86,19.0,Midtown,Manhattan,40.74905,-73.9831,Entire home/apt,4,1.0,1 bath,2.0,150.0,18,4.44,4.61,4.11,4.72,4.94,4.17
Zainab,98,7.0,Bedford-Stuyvesant,Brooklyn,40.68756,-73.92338,Private room,2,1.0,1 shared bath,1.0,83.0,76,4.83,4.86,4.76,4.83,4.76,4.79
Roger,82,5.0,Harlem,Manhattan,40.8037369,-73.9472218,Entire home/apt,2,1.0,1 bath,1.0,200.0,28,4.93,4.93,5.0,5.0,4.93,4.79
Benjamin,76,26.0,Boerum Hill,Brooklyn,40.688255,-73.98558,Entire home/apt,4,1.0,1 bath,0.0,144.0,19,4.79,4.84,4.63,4.95,5.0,4.47
Kizzie,90,6.0,Prospect-Lefferts Gardens,Brooklyn,40.6613,-73.95365,Entire home/apt,1,1.0,1 bath,1.0,105.0,32,4.63,4.59,4.59,4.81,4.81,4.59
Carl,99,1.0,Flatlands,Brooklyn,40.61235,-73.92336,Private room,2,1.0,1 private bath,2.0,156.0,66,4.8,4.86,4.73,4.97,4.86,4.83
Dee,91,17.0,Fresh Meadows,Queens,40.75243,-73.78603,Private room,2,2.0,2 shared baths,1.0,60.0,9,5.0,5.0,5.0,5.0,5.0,5.0
Anna,98,8.0,Williamsburg,Brooklyn,40.71195,-73.94648,Private room,2,2.0,2 baths,2.0,286.0,105,4.88,4.84,4.7,4.97,4.99,4.74
Gavin,40,1.0,Bedford-Stuyvesant,Brooklyn,40.69272,-73.94669,Entire home/apt,2,1.0,1 bath,1.0,70.0,2,5.0,5.0,4.5,5.0,5.0,5.0
Nomad,95,59.0,Midtown,Manhattan,40.74759,-73.98895,Entire home/apt,4,1.0,1 bath,0.0,177.0,33,4.5,4.38,4.41,4.74,4.91,4.15
Francisco,100,1.0,East Harlem,Manhattan,40.79068,-73.94164,Entire home/apt,2,1.0,1 bath,1.0,85.0,13,4.92,5.0,4.77,5.0,4.23,4.85
Ayanna,100,1.0,Prospect-Lefferts Gardens,Brooklyn,40.65515,-73.96074,Private room,1,1.0,1 private bath,1.0,59.0,34,4.65,4.68,4.41,4.97,4.56,4.44
Ika,81,2.0,Harlem,Manhattan,40.81383998311909,-73.94613639138228,Entire home/apt,2,2.0,2 baths,1.0,100.0,11,4.91,4.82,5.0,5.0,4.45,4.4
Shaun,100,1.0,Bedford-Stuyvesant,Brooklyn,40.684106056650094,-73.93760979629516,Entire home/apt,6,2.5,2.5 baths,2.0,357.0,2,5.0,5.0,4.5,5.0,4.0,4.0
Mikhail,100,9.0,Brighton Beach,Brooklyn,40.57877,-73.96417,Entire home/apt,2,1.0,1 bath,0.0,80.0,13,4.77,4.85,4.77,4.77,4.69,4.69
Rob,25,1.0,Crown Heights,Brooklyn,40.68016,-73.96165,Entire home/apt,2,1.5,1.5 baths,1.0,160.0,1,5.0,5.0,5.0,5.0,5.0,5.0
CozySuites Copake,99,15.0,Upper East Side,Manhattan,40.7689696768532,-73.95759223879092,Entire home/apt,4,2.0,2 baths,2.0,191.0,2,5.0,5.0,4.5,5.0,5.0,5.0
E And M,78,4.0,Bushwick,Brooklyn,40.68833,-73.91657,Private room,2,1.0,1 shared bath,1.0,98.0,80,4.89,4.93,4.93,4.94,4.74,4.8
DAVID And RICK,100,2.0,Chelsea,Manhattan,40.74261,-74.00353,Private room,3,1.5,1.5 baths,1.0,133.0,246,4.95,4.93,4.96,4.99,5.0,4.94
Rich & Patricia,86,4.0,Theater District,Manhattan,40.76056,-73.98706,Entire home/apt,6,1.5,1.5 baths,2.0,488.0,196,4.78,4.8,4.86,4.69,4.97,4.73
Kyeong Il,90,2.0,Flushing,Queens,40.76547,-73.81593,Private room,2,1.0,1 shared bath,1.0,70.0,26,4.88,4.92,4.92,4.88,4.77,4.81
Eugenia,91,5.0,Crown Heights,Brooklyn,40.67003,-73.92326,Private room,1,3.0,3 shared baths,1.0,69.0,25,5.0,5.0,4.88,5.0,4.72,4.92
Inna,30,5.0,Midtown,Manhattan,40.75054,-73.97027,Private room,2,1.0,1 shared bath,1.0,91.0,32,4.5,4.19,4.53,4.81,4.59,4.38
Kendall,100,1.0,Williamsburg,Brooklyn,40.71157,-73.94953,Entire home/apt,4,1.0,1 bath,1.0,362.0,53,4.89,4.89,4.85,4.96,4.92,4.72
